"parent","child","parentrated","childrated"
29,270,"Distrust","Distrust"
270,29,"Distrust","Trust"
359,504,"Distrust","Distrust"
1,505,"Distrust","Trust"
505,1,"Distrust","Distrust"
156,25,"Distrust","Trust"
491,411,"Distrust","Distrust"
411,491,"Distrust","Trust"
7,472,"Distrust","Distrust"
21,506,"Distrust","Trust"
455,15,"Distrust","Distrust"
15,455,"Distrust","Trust"
506,21,"Distrust","Distrust"
455,198,"Distrust","Trust"
4,455,"Distrust","Distrust"
7,498,"Distrust","Trust"
498,7,"Distrust","Distrust"
171,384,"Distrust","Trust"
384,171,"Distrust","Distrust"
416,384,"Distrust","Trust"
384,416,"Distrust","Distrust"
384,396,"Distrust","Trust"
396,384,"Distrust","Distrust"
261,507,"Distrust","Trust"
507,261,"Distrust","Distrust"
478,490,"Distrust","Trust"
331,508,"Distrust","Distrust"
508,331,"Distrust","Trust"
35,472,"Distrust","Distrust"
481,472,"Distrust","Trust"
387,270,"Distrust","Distrust"
444,472,"Distrust","Trust"
270,387,"Distrust","Distrust"
1,421,"Distrust","Trust"
421,1,"Distrust","Distrust"
141,497,"Distrust","Trust"
455,2,"Distrust","Distrust"
2,455,"Distrust","Trust"
1,80,"Distrust","Distrust"
401,2,"Distrust","Trust"
2,401,"Distrust","Distrust"
497,141,"Distrust","Trust"
64,441,"Distrust","Distrust"
441,64,"Distrust","Trust"
141,37,"Distrust","Distrust"
37,141,"Distrust","Trust"
215,441,"Distrust","Distrust"
493,488,"Distrust","Trust"
441,215,"Distrust","Distrust"
488,493,"Distrust","Trust"
490,478,"Distrust","Distrust"
178,399,"Distrust","Trust"
399,178,"Distrust","Distrust"
159,7,"Distrust","Trust"
1,29,"Distrust","Distrust"
509,423,"Distrust","Trust"
509,510,"Distrust","Distrust"
1,511,"Distrust","Trust"
511,1,"Distrust","Distrust"
510,512,"Distrust","Trust"
512,510,"Distrust","Distrust"
509,512,"Distrust","Trust"
512,509,"Distrust","Distrust"
512,513,"Distrust","Trust"
513,512,"Distrust","Distrust"
7,386,"Distrust","Trust"
509,513,"Distrust","Distrust"
386,7,"Distrust","Trust"
513,509,"Distrust","Distrust"
510,509,"Distrust","Trust"
491,514,"Distrust","Distrust"
514,491,"Distrust","Trust"
171,310,"Distrust","Distrust"
484,310,"Distrust","Trust"
353,310,"Distrust","Distrust"
178,57,"Distrust","Trust"
441,462,"Distrust","Distrust"
462,441,"Distrust","Trust"
178,515,"Distrust","Distrust"
515,178,"Distrust","Trust"
29,476,"Distrust","Distrust"
476,29,"Distrust","Trust"
1,494,"Distrust","Distrust"
494,1,"Distrust","Trust"
394,516,"Distrust","Distrust"
516,394,"Distrust","Trust"
476,517,"Distrust","Distrust"
517,476,"Distrust","Trust"
394,494,"Distrust","Distrust"
494,394,"Distrust","Trust"
257,224,"Distrust","Distrust"
257,320,"Distrust","Trust"
257,328,"Distrust","Distrust"
257,217,"Distrust","Trust"
257,422,"Distrust","Distrust"
257,218,"Distrust","Trust"
257,342,"Distrust","Distrust"
257,408,"Distrust","Trust"
64,518,"Distrust","Distrust"
518,64,"Distrust","Trust"
257,351,"Distrust","Distrust"
257,337,"Distrust","Trust"
257,348,"Distrust","Distrust"
257,519,"Distrust","Trust"
519,60,"Distrust","Distrust"
484,520,"Distrust","Trust"
520,484,"Trust","Distrust"
257,381,"Distrust","Trust"
266,475,"Distrust","Distrust"
228,521,"Distrust","Trust"
521,228,"Distrust","Distrust"
257,362,"Distrust","Trust"
144,202,"Trust","Distrust"
202,144,"Trust","Trust"
383,203,"Distrust","Distrust"
203,383,"Distrust","Trust"
521,522,"Distrust","Distrust"
203,399,"Distrust","Trust"
522,521,"Distrust","Distrust"
29,523,"Distrust","Trust"
408,405,"Distrust","Distrust"
405,408,"Distrust","Trust"
359,219,"Distrust","Distrust"
408,171,"Distrust","Trust"
171,408,"Distrust","Distrust"
186,476,"Distrust","Trust"
491,452,"Distrust","Distrust"
452,491,"Distrust","Trust"
359,524,"Distrust","Distrust"
524,359,"Distrust","Trust"
283,518,"Distrust","Distrust"
518,283,"Distrust","Trust"
7,494,"Distrust","Distrust"
494,7,"Distrust","Trust"
150,198,"Distrust","Distrust"
257,377,"Distrust","Trust"
198,150,"Distrust","Distrust"
383,517,"Distrust","Trust"
7,222,"Distrust","Distrust"
517,383,"Distrust","Trust"
257,346,"Distrust","Distrust"
491,167,"Distrust","Trust"
167,491,"Distrust","Distrust"
257,364,"Distrust","Trust"
257,331,"Distrust","Distrust"
257,413,"Distrust","Trust"
372,525,"Distrust","Distrust"
525,372,"Distrust","Trust"
521,256,"Distrust","Distrust"
256,521,"Distrust","Trust"
257,361,"Distrust","Distrust"
150,520,"Distrust","Trust"
270,396,"Distrust","Distrust"
396,270,"Distrust","Trust"
396,526,"Distrust","Distrust"
526,396,"Distrust","Trust"
23,527,"Distrust","Distrust"
527,23,"Distrust","Trust"
514,219,"Distrust","Distrust"
526,144,"Distrust","Trust"
484,472,"Distrust","Distrust"
412,472,"Distrust","Trust"
300,529,"Trust","Distrust"
529,300,"Trust","Trust"
476,186,"Distrust","Distrust"
476,530,"Distrust","Trust"
530,476,"Distrust","Distrust"
215,202,"Trust","Trust"
202,215,"Trust","Distrust"
298,531,"Distrust","Trust"
256,515,"Distrust","Distrust"
515,256,"Distrust","Trust"
488,532,"Distrust","Distrust"
532,488,"Distrust","Trust"
530,166,"Distrust","Distrust"
166,530,"Distrust","Trust"
166,256,"Distrust","Distrust"
166,532,"Distrust","Trust"
256,166,"Distrust","Distrust"
532,166,"Distrust","Trust"
514,533,"Distrust","Distrust"
533,514,"Distrust","Trust"
491,512,"Distrust","Distrust"
495,532,"Distrust","Trust"
532,495,"Distrust","Distrust"
491,534,"Distrust","Trust"
384,534,"Distrust","Distrust"
534,384,"Distrust","Trust"
1,534,"Distrust","Distrust"
530,484,"Distrust","Trust"
530,518,"Distrust","Distrust"
518,530,"Distrust","Trust"
484,530,"Distrust","Distrust"
219,514,"Distrust","Trust"
405,171,"Distrust","Distrust"
171,405,"Distrust","Trust"
491,171,"Distrust","Distrust"
171,491,"Distrust","Trust"
447,535,"Distrust","Distrust"
4,352,"Distrust","Trust"
427,517,"Distrust","Distrust"
517,427,"Distrust","Trust"
534,536,"Distrust","Distrust"
144,526,"Distrust","Trust"
536,534,"Distrust","Distrust"
534,523,"Distrust","Trust"
389,523,"Distrust","Distrust"
523,389,"Distrust","Trust"
427,25,"Distrust","Distrust"
1,537,"Distrust","Trust"
536,523,"Distrust","Distrust"
523,536,"Distrust","Trust"
526,484,"Distrust","Distrust"
484,526,"Distrust","Trust"
64,487,"Distrust","Distrust"
7,538,"Distrust","Trust"
531,298,"Distrust","Distrust"
383,64,"Distrust","Trust"
64,477,"Distrust","Distrust"
64,383,"Distrust","Trust"
501,534,"Distrust","Distrust"
534,501,"Distrust","Trust"
491,427,"Distrust","Distrust"
427,491,"Distrust","Trust"
538,64,"Distrust","Distrust"
538,7,"Distrust","Trust"
514,538,"Distrust","Distrust"
538,514,"Distrust","Trust"
257,254,"Distrust","Distrust"
257,278,"Distrust","Trust"
257,234,"Distrust","Distrust"
257,228,"Distrust","Trust"
257,229,"Distrust","Distrust"
257,276,"Distrust","Trust"
520,150,"Distrust","Distrust"
399,539,"Distrust","Trust"
257,425,"Trust","Distrust"
257,365,"Distrust","Trust"
257,360,"Distrust","Distrust"
77,60,"Distrust","Trust"
21,77,"Distrust","Distrust"
77,21,"Distrust","Trust"
521,29,"Distrust","Distrust"
535,212,"Distrust","Trust"
375,540,"Distrust","Distrust"
475,266,"Distrust","Trust"
475,459,"Distrust","Distrust"
64,541,"Distrust","Trust"
541,64,"Distrust","Distrust"
270,416,"Distrust","Trust"
416,270,"Distrust","Distrust"
488,508,"Distrust","Trust"
508,488,"Distrust","Distrust"
532,152,"Distrust","Trust"
257,256,"Distrust","Distrust"
273,465,"Distrust","Trust"
465,273,"Distrust","Distrust"
164,478,"Distrust","Trust"
384,476,"Distrust","Distrust"
476,384,"Distrust","Trust"
441,539,"Distrust","Distrust"
539,399,"Distrust","Trust"
539,441,"Distrust","Distrust"
419,520,"Distrust","Trust"
520,419,"Distrust","Distrust"
520,539,"Distrust","Trust"
480,542,"Distrust","Distrust"
257,335,"Distrust","Trust"
491,543,"Distrust","Distrust"
543,491,"Distrust","Trust"
198,544,"Distrust","Distrust"
544,198,"Distrust","Trust"
523,545,"Distrust","Distrust"
203,7,"Distrust","Trust"
7,203,"Distrust","Distrust"
520,546,"Distrust","Trust"
542,480,"Distrust","Distrust"
542,547,"Distrust","Trust"
547,542,"Distrust","Distrust"
7,120,"Distrust","Trust"
530,387,"Distrust","Distrust"
405,548,"Distrust","Trust"
548,405,"Distrust","Distrust"
446,309,"Distrust","Trust"
446,522,"Distrust","Distrust"
309,446,"Distrust","Trust"
520,549,"Distrust","Distrust"
549,520,"Distrust","Trust"
387,530,"Distrust","Distrust"
548,7,"Distrust","Trust"
257,426,"Distrust","Distrust"
535,447,"Trust","Trust"
202,550,"Distrust","Distrust"
550,202,"Distrust","Trust"
550,462,"Distrust","Distrust"
550,134,"Distrust","Trust"
480,7,"Distrust","Distrust"
7,480,"Distrust","Trust"
7,547,"Distrust","Distrust"
547,7,"Distrust","Trust"
547,394,"Distrust","Distrust"
257,406,"Distrust","Trust"
394,547,"Distrust","Distrust"
37,77,"Distrust","Trust"
77,37,"Distrust","Distrust"
496,62,"Distrust","Trust"
464,552,"Distrust","Distrust"
552,464,"Distrust","Trust"
7,322,"Distrust","Distrust"
322,7,"Distrust","Trust"
254,553,"Distrust","Distrust"
396,520,"Distrust","Trust"
520,396,"Distrust","Distrust"
215,198,"Distrust","Trust"
198,215,"Distrust","Distrust"
378,198,"Distrust","Trust"
257,273,"Trust","Distrust"
198,378,"Distrust","Trust"
502,526,"Distrust","Distrust"
526,502,"Distrust","Trust"
198,224,"Distrust","Distrust"
224,198,"Distrust","Trust"
171,198,"Distrust","Distrust"
198,171,"Distrust","Trust"
554,502,"Distrust","Distrust"
350,64,"Distrust","Trust"
64,350,"Distrust","Distrust"
554,547,"Distrust","Trust"
547,554,"Distrust","Distrust"
350,520,"Distrust","Trust"
520,350,"Distrust","Distrust"
520,555,"Distrust","Trust"
555,520,"Distrust","Distrust"
257,441,"Distrust","Trust"
520,556,"Distrust","Distrust"
556,520,"Distrust","Trust"
386,198,"Distrust","Distrust"
198,501,"Distrust","Trust"
198,386,"Distrust","Distrust"
501,198,"Distrust","Trust"
394,557,"Distrust","Distrust"
557,394,"Distrust","Trust"
202,488,"Distrust","Distrust"
488,202,"Distrust","Trust"
88,558,"Distrust","Distrust"
476,520,"Distrust","Trust"
520,476,"Distrust","Distrust"
198,394,"Distrust","Trust"
394,198,"Distrust","Distrust"
468,437,"Distrust","Trust"
198,559,"Distrust","Distrust"
559,198,"Distrust","Trust"
394,560,"Distrust","Distrust"
560,394,"Distrust","Trust"
468,295,"Distrust","Distrust"
468,561,"Distrust","Trust"
561,468,"Distrust","Distrust"
200,533,"Distrust","Trust"
533,424,"Distrust","Distrust"
295,468,"Distrust","Trust"
257,246,"Distrust","Distrust"
539,520,"Distrust","Trust"
424,533,"Distrust","Distrust"
491,249,"Distrust","Trust"
468,144,"Distrust","Distrust"
144,468,"Distrust","Trust"
249,491,"Distrust","Distrust"
558,88,"Distrust","Trust"
558,443,"Distrust","Distrust"
530,200,"Distrust","Trust"
200,530,"Distrust","Distrust"
530,262,"Distrust","Trust"
262,530,"Distrust","Distrust"
547,262,"Distrust","Trust"
262,547,"Distrust","Distrust"
533,200,"Distrust","Trust"
520,262,"Distrust","Distrust"
262,520,"Distrust","Trust"
262,562,"Distrust","Distrust"
562,262,"Distrust","Trust"
198,262,"Distrust","Distrust"
262,198,"Distrust","Trust"
159,288,"Distrust","Distrust"
288,159,"Distrust","Trust"
480,495,"Distrust","Distrust"
495,480,"Distrust","Trust"
479,353,"Distrust","Distrust"
1,563,"Distrust","Trust"
563,564,"Distrust","Distrust"
564,563,"Distrust","Trust"
565,566,"Distrust","Distrust"
566,565,"Distrust","Trust"
64,551,"Distrust","Distrust"
550,469,"Distrust","Trust"
469,550,"Distrust","Distrust"
1,567,"Distrust","Trust"
567,1,"Distrust","Distrust"
64,488,"Distrust","Trust"
1,569,"Distrust","Distrust"
569,1,"Distrust","Trust"
488,64,"Distrust","Distrust"
249,198,"Distrust","Trust"
198,249,"Distrust","Distrust"
563,570,"Distrust","Trust"
570,563,"Distrust","Distrust"
571,570,"Trust","Trust"
570,571,"Trust","Distrust"
415,572,"Distrust","Trust"
198,399,"Distrust","Distrust"
399,198,"Distrust","Trust"
283,508,"Distrust","Distrust"
508,283,"Distrust","Trust"
167,64,"Distrust","Distrust"
64,167,"Distrust","Trust"
144,393,"Distrust","Distrust"
393,144,"Distrust","Trust"
186,269,"Distrust","Distrust"
269,186,"Distrust","Trust"
350,547,"Distrust","Distrust"
547,350,"Distrust","Trust"
163,408,"Distrust","Distrust"
573,570,"Distrust","Trust"
573,571,"Distrust","Distrust"
570,573,"Distrust","Trust"
496,499,"Distrust","Distrust"
159,273,"Distrust","Trust"
273,159,"Distrust","Distrust"
443,575,"Distrust","Trust"
575,443,"Distrust","Distrust"
462,474,"Distrust","Trust"
462,577,"Distrust","Distrust"
474,462,"Distrust","Trust"
405,578,"Distrust","Distrust"
578,222,"Distrust","Trust"
578,405,"Distrust","Distrust"
578,443,"Distrust","Trust"
443,578,"Distrust","Distrust"
1,215,"Distrust","Trust"
215,1,"Distrust","Distrust"
488,562,"Distrust","Trust"
562,488,"Distrust","Distrust"
480,159,"Distrust","Trust"
159,480,"Distrust","Distrust"
230,198,"Distrust","Trust"
528,35,"Distrust","Distrust"
159,580,"Distrust","Trust"
580,159,"Distrust","Distrust"
159,581,"Distrust","Trust"
581,159,"Trust","Distrust"
361,508,"Distrust","Trust"
508,361,"Distrust","Distrust"
144,283,"Distrust","Trust"
7,68,"Distrust","Distrust"
68,7,"Distrust","Trust"
7,88,"Distrust","Distrust"
396,283,"Distrust","Trust"
283,396,"Distrust","Distrust"
273,582,"Distrust","Trust"
581,583,"Distrust","Distrust"
7,584,"Distrust","Trust"
584,7,"Distrust","Distrust"
480,357,"Distrust","Trust"
488,480,"Distrust","Distrust"
480,488,"Distrust","Trust"
202,480,"Distrust","Distrust"
480,202,"Distrust","Trust"
585,159,"Distrust","Distrust"
399,542,"Distrust","Trust"
387,198,"Distrust","Distrust"
542,399,"Distrust","Trust"
198,387,"Distrust","Distrust"
198,586,"Distrust","Trust"
533,587,"Distrust","Distrust"
587,533,"Distrust","Trust"
405,589,"Distrust","Distrust"
589,405,"Distrust","Trust"
224,590,"Distrust","Distrust"
590,224,"Distrust","Trust"
530,533,"Distrust","Distrust"
383,268,"Distrust","Trust"
13,518,"Distrust","Distrust"
518,13,"Distrust","Trust"
222,578,"Distrust","Distrust"
222,372,"Distrust","Trust"
372,222,"Distrust","Distrust"
501,592,"Distrust","Trust"
222,276,"Distrust","Distrust"
276,222,"Distrust","Trust"
163,476,"Distrust","Distrust"
476,163,"Distrust","Trust"
7,551,"Distrust","Distrust"
1,579,"Distrust","Trust"
159,585,"Distrust","Distrust"
202,219,"Distrust","Trust"
443,558,"Distrust","Distrust"
219,558,"Distrust","Trust"
219,202,"Distrust","Distrust"
257,343,"Distrust","Trust"
171,7,"Distrust","Distrust"
7,171,"Distrust","Trust"
13,594,"Distrust","Distrust"
594,13,"Distrust","Trust"
427,595,"Distrust","Distrust"
595,427,"Distrust","Trust"
202,594,"Distrust","Distrust"
384,596,"Distrust","Trust"
596,384,"Distrust","Distrust"
497,597,"Distrust","Trust"
597,497,"Distrust","Distrust"
588,587,"Trust","Trust"
563,598,"Distrust","Distrust"
598,563,"Distrust","Trust"
598,564,"Distrust","Distrust"
598,599,"Distrust","Trust"
599,598,"Distrust","Distrust"
587,588,"Distrust","Trust"
468,495,"Distrust","Distrust"
495,468,"Distrust","Trust"
159,600,"Distrust","Distrust"
600,159,"Distrust","Trust"
159,601,"Distrust","Distrust"
601,159,"Distrust","Trust"
159,602,"Distrust","Distrust"
602,159,"Trust","Trust"
484,603,"Distrust","Distrust"
603,484,"Distrust","Trust"
564,604,"Distrust","Distrust"
604,564,"Distrust","Trust"
64,591,"Distrust","Distrust"
591,64,"Distrust","Trust"
64,538,"Distrust","Distrust"
577,462,"Distrust","Trust"
64,520,"Distrust","Distrust"
64,605,"Distrust","Trust"
605,64,"Distrust","Distrust"
64,272,"Distrust","Trust"
272,64,"Distrust","Distrust"
159,606,"Distrust","Trust"
605,13,"Distrust","Distrust"
13,605,"Distrust","Trust"
235,607,"Distrust","Distrust"
607,235,"Distrust","Trust"
13,159,"Distrust","Distrust"
159,13,"Distrust","Trust"
586,198,"Distrust","Distrust"
198,608,"Distrust","Trust"
598,609,"Distrust","Distrust"
608,198,"Distrust","Trust"
270,610,"Distrust","Distrust"
610,270,"Distrust","Trust"
159,611,"Distrust","Distrust"
546,64,"Distrust","Trust"
611,159,"Distrust","Distrust"
113,550,"Distrust","Trust"
550,113,"Distrust","Distrust"
13,612,"Distrust","Trust"
612,13,"Distrust","Distrust"
613,298,"Distrust","Trust"
550,298,"Distrust","Distrust"
298,613,"Distrust","Trust"
520,64,"Distrust","Distrust"
520,198,"Distrust","Trust"
583,567,"Distrust","Distrust"
198,520,"Distrust","Trust"
268,200,"Distrust","Distrust"
567,583,"Distrust","Trust"
598,614,"Distrust","Distrust"
614,598,"Distrust","Trust"
304,615,"Distrust","Distrust"
615,304,"Distrust","Trust"
502,554,"Distrust","Distrust"
298,617,"Distrust","Trust"
617,298,"Distrust","Distrust"
405,617,"Distrust","Trust"
617,405,"Distrust","Distrust"
462,550,"Distrust","Trust"
304,557,"Distrust","Distrust"
21,618,"Distrust","Trust"
618,21,"Distrust","Distrust"
484,1,"Distrust","Trust"
13,619,"Distrust","Distrust"
619,620,"Distrust","Trust"
619,13,"Distrust","Distrust"
620,619,"Distrust","Trust"
462,621,"Distrust","Distrust"
621,462,"Distrust","Trust"
159,622,"Distrust","Distrust"
622,159,"Distrust","Trust"
13,620,"Distrust","Distrust"
484,7,"Distrust","Trust"
620,13,"Distrust","Distrust"
7,484,"Distrust","Trust"
13,96,"Distrust","Distrust"
96,13,"Distrust","Trust"
346,374,"Distrust","Distrust"
200,623,"Trust","Trust"
202,427,"Distrust","Distrust"
609,598,"Distrust","Trust"
427,202,"Distrust","Distrust"
374,346,"Distrust","Trust"
592,586,"Distrust","Distrust"
586,592,"Distrust","Trust"
616,7,"Distrust","Distrust"
7,616,"Distrust","Trust"
593,13,"Distrust","Distrust"
13,593,"Distrust","Trust"
113,244,"Distrust","Distrust"
113,219,"Distrust","Trust"
33,624,"Distrust","Distrust"
624,33,"Distrust","Trust"
270,625,"Distrust","Distrust"
468,626,"Distrust","Trust"
484,304,"Trust","Distrust"
113,295,"Distrust","Trust"
304,484,"Distrust","Distrust"
159,378,"Distrust","Trust"
571,573,"Distrust","Distrust"
295,113,"Distrust","Trust"
416,276,"Distrust","Distrust"
276,416,"Distrust","Trust"
566,533,"Distrust","Distrust"
533,566,"Distrust","Trust"
564,598,"Distrust","Distrust"
628,605,"Trust","Trust"
605,628,"Distrust","Distrust"
578,628,"Distrust","Trust"
628,578,"Distrust","Distrust"
304,4,"Distrust","Trust"
4,304,"Distrust","Distrust"
222,295,"Distrust","Trust"
488,537,"Distrust","Distrust"
405,7,"Distrust","Trust"
7,405,"Distrust","Distrust"
295,222,"Distrust","Trust"
222,629,"Distrust","Distrust"
629,222,"Distrust","Trust"
623,200,"Trust","Distrust"
495,630,"Distrust","Trust"
630,495,"Distrust","Distrust"
623,550,"Distrust","Trust"
550,623,"Distrust","Distrust"
523,631,"Distrust","Trust"
631,523,"Distrust","Distrust"
627,346,"Distrust","Trust"
257,240,"Distrust","Distrust"
257,261,"Distrust","Trust"
143,396,"Distrust","Distrust"
396,143,"Distrust","Trust"
537,488,"Distrust","Distrust"
514,632,"Distrust","Trust"
632,514,"Distrust","Distrust"
113,7,"Trust","Trust"
537,202,"Distrust","Distrust"
446,592,"Distrust","Trust"
616,633,"Distrust","Distrust"
592,446,"Distrust","Trust"
633,616,"Distrust","Distrust"
633,634,"Distrust","Trust"
616,592,"Distrust","Distrust"
592,616,"Distrust","Trust"
502,295,"Distrust","Distrust"
295,502,"Distrust","Trust"
257,277,"Distrust","Distrust"
257,266,"Distrust","Trust"
7,113,"Distrust","Distrust"
632,159,"Distrust","Trust"
159,632,"Distrust","Distrust"
395,342,"Trust","Trust"
588,635,"Distrust","Distrust"
342,495,"Distrust","Trust"
495,342,"Distrust","Distrust"
88,36,"Distrust","Trust"
200,268,"Distrust","Distrust"
635,636,"Distrust","Trust"
636,635,"Trust","Distrust"
214,342,"Distrust","Trust"
300,268,"Distrust","Distrust"
64,472,"Distrust","Trust"
637,587,"Distrust","Distrust"
377,386,"Distrust","Trust"
202,638,"Distrust","Distrust"
638,202,"Distrust","Trust"
468,639,"Distrust","Distrust"
639,468,"Distrust","Trust"
523,586,"Distrust","Distrust"
586,523,"Distrust","Trust"
257,333,"Distrust","Distrust"
36,88,"Distrust","Trust"
610,578,"Distrust","Distrust"
578,610,"Distrust","Trust"
256,630,"Distrust","Distrust"
630,256,"Distrust","Trust"
257,251,"Distrust","Distrust"
257,344,"Distrust","Trust"
606,642,"Distrust","Distrust"
606,159,"Distrust","Trust"
257,204,"Distrust","Distrust"
7,643,"Distrust","Trust"
643,7,"Distrust","Distrust"
64,643,"Distrust","Trust"
643,64,"Distrust","Distrust"
159,644,"Distrust","Trust"
207,630,"Distrust","Distrust"
630,207,"Distrust","Trust"
521,630,"Distrust","Distrust"
647,648,"Distrust","Trust"
648,647,"Distrust","Distrust"
2,632,"Distrust","Trust"
632,2,"Distrust","Distrust"
228,647,"Distrust","Trust"
647,228,"Distrust","Distrust"
632,647,"Distrust","Trust"
647,632,"Distrust","Distrust"
644,159,"Distrust","Trust"
502,649,"Distrust","Distrust"
144,632,"Distrust","Trust"
632,144,"Distrust","Distrust"
446,119,"Distrust","Trust"
143,202,"Distrust","Distrust"
202,143,"Distrust","Trust"
650,651,"Trust","Distrust"
651,650,"Trust","Trust"
610,495,"Distrust","Distrust"
495,610,"Distrust","Trust"
159,276,"Distrust","Distrust"
276,159,"Distrust","Trust"
651,647,"Distrust","Distrust"
647,651,"Distrust","Trust"
628,650,"Distrust","Distrust"
650,628,"Distrust","Trust"
592,495,"Distrust","Distrust"
495,592,"Distrust","Trust"
462,652,"Distrust","Distrust"
652,462,"Distrust","Trust"
402,647,"Distrust","Distrust"
57,537,"Distrust","Trust"
177,647,"Distrust","Distrust"
647,402,"Distrust","Trust"
325,594,"Distrust","Distrust"
594,325,"Distrust","Trust"
647,177,"Distrust","Distrust"
353,594,"Distrust","Trust"
171,325,"Distrust","Distrust"
325,171,"Distrust","Trust"
649,502,"Distrust","Distrust"
325,653,"Distrust","Trust"
653,325,"Distrust","Distrust"
29,256,"Distrust","Trust"
256,29,"Distrust","Distrust"
272,630,"Distrust","Trust"
606,654,"Distrust","Distrust"
654,606,"Distrust","Trust"
7,655,"Distrust","Distrust"
655,7,"Distrust","Trust"
29,656,"Distrust","Distrust"
656,29,"Distrust","Trust"
7,656,"Distrust","Distrust"
656,7,"Distrust","Trust"
2,658,"Distrust","Distrust"
658,2,"Distrust","Trust"
630,272,"Distrust","Distrust"
582,632,"Distrust","Trust"
632,582,"Distrust","Distrust"
236,402,"Distrust","Trust"
402,236,"Distrust","Distrust"
632,402,"Distrust","Trust"
402,632,"Distrust","Distrust"
632,390,"Distrust","Trust"
374,28,"Distrust","Distrust"
436,660,"Distrust","Trust"
144,661,"Distrust","Distrust"
661,144,"Distrust","Trust"
660,436,"Distrust","Distrust"
661,523,"Distrust","Trust"
661,662,"Distrust","Distrust"
662,661,"Distrust","Trust"
159,663,"Distrust","Distrust"
635,164,"Distrust","Trust"
164,635,"Distrust","Distrust"
606,664,"Distrust","Trust"
570,574,"Distrust","Distrust"
574,570,"Distrust","Trust"
664,606,"Distrust","Distrust"
635,659,"Distrust","Trust"
390,632,"Distrust","Distrust"
663,159,"Distrust","Trust"
659,635,"Distrust","Distrust"
257,321,"Distrust","Trust"
650,664,"Distrust","Distrust"
664,650,"Distrust","Trust"
606,665,"Distrust","Distrust"
665,606,"Distrust","Trust"
101,454,"Distrust","Distrust"
256,664,"Distrust","Trust"
2,516,"Distrust","Distrust"
664,256,"Distrust","Trust"
647,256,"Distrust","Distrust"
256,647,"Distrust","Trust"
202,493,"Distrust","Distrust"
516,2,"Distrust","Trust"
493,202,"Distrust","Distrust"
651,2,"Distrust","Trust"
295,666,"Distrust","Distrust"
666,295,"Distrust","Trust"
256,295,"Distrust","Distrust"
295,256,"Distrust","Trust"
295,667,"Distrust","Distrust"
667,295,"Distrust","Trust"
563,1,"Distrust","Distrust"
266,668,"Distrust","Trust"
564,570,"Distrust","Distrust"
570,564,"Distrust","Trust"
436,266,"Distrust","Distrust"
266,436,"Distrust","Trust"
184,436,"Distrust","Distrust"
654,266,"Distrust","Trust"
266,654,"Distrust","Distrust"
222,266,"Distrust","Trust"
266,222,"Distrust","Distrust"
1,61,"Distrust","Trust"
93,61,"Distrust","Distrust"
222,523,"Distrust","Trust"
436,184,"Distrust","Distrust"
399,651,"Distrust","Trust"
651,399,"Distrust","Distrust"
266,653,"Distrust","Trust"
653,266,"Distrust","Distrust"
319,670,"Distrust","Trust"
319,671,"Distrust","Distrust"
670,319,"Distrust","Trust"
653,672,"Distrust","Distrust"
672,653,"Distrust","Trust"
653,144,"Distrust","Distrust"
144,653,"Distrust","Trust"
668,266,"Trust","Distrust"
216,436,"Distrust","Trust"
632,592,"Distrust","Distrust"
592,632,"Distrust","Trust"
592,295,"Distrust","Distrust"
295,592,"Distrust","Trust"
632,561,"Distrust","Distrust"
561,632,"Distrust","Trust"
266,1,"Distrust","Distrust"
1,266,"Distrust","Trust"
642,667,"Distrust","Distrust"
667,642,"Distrust","Trust"
295,350,"Distrust","Distrust"
350,295,"Distrust","Trust"
436,216,"Distrust","Distrust"
399,647,"Distrust","Trust"
647,399,"Distrust","Distrust"
632,171,"Distrust","Trust"
171,632,"Distrust","Distrust"
630,266,"Distrust","Trust"
266,630,"Distrust","Distrust"
342,214,"Distrust","Trust"
109,61,"Distrust","Distrust"
4,540,"Distrust","Trust"
4,7,"Trust","Distrust"
630,276,"Distrust","Trust"
276,630,"Distrust","Distrust"
266,674,"Distrust","Trust"
632,502,"Distrust","Distrust"
502,632,"Distrust","Trust"
674,266,"Distrust","Distrust"
427,658,"Distrust","Trust"
7,579,"Distrust","Distrust"
647,674,"Distrust","Trust"
674,647,"Distrust","Distrust"
2,651,"Distrust","Trust"
462,675,"Distrust","Distrust"
675,462,"Distrust","Trust"
495,319,"Distrust","Distrust"
632,419,"Distrust","Trust"
419,632,"Distrust","Distrust"
419,7,"Distrust","Trust"
7,419,"Distrust","Distrust"
1,21,"Trust","Trust"
561,647,"Distrust","Distrust"
647,561,"Distrust","Trust"
630,647,"Distrust","Distrust"
647,630,"Distrust","Trust"
630,1,"Distrust","Distrust"
1,630,"Distrust","Trust"
523,676,"Distrust","Distrust"
446,544,"Distrust","Trust"
1,677,"Distrust","Distrust"
677,1,"Distrust","Trust"
346,678,"Distrust","Distrust"
346,627,"Distrust","Trust"
544,446,"Distrust","Distrust"
671,319,"Distrust","Trust"
416,468,"Distrust","Distrust"
468,416,"Distrust","Trust"
627,679,"Distrust","Distrust"
26,680,"Distrust","Trust"
680,26,"Distrust","Distrust"
678,346,"Distrust","Trust"
654,681,"Distrust","Distrust"
681,654,"Distrust","Trust"
654,650,"Distrust","Distrust"
650,654,"Distrust","Trust"
676,523,"Distrust","Distrust"
